"id","address_country","address_locality","address_region","postal_code","street_address","formatted_address","latitude","longitude","zoom","parish_id","name"
4517,"FR","Anglet",,"64600","31 Avenue de la Chambre d'Amour","31, Avenue de la Chambre d'Amour, 64600 Anglet, France",43.4949491,-1.5350382,,2379,"Donnée de MesseInfo traitée par Google Maps."
4518,"fr","PUYOO",,"64270","1211 route 117",,,,,2380,"Donnée importée de MesseInfo."
4519,"FR","Puyoo",,"64270","1211 Route Nationale 117","1211, Route Nationale 117, 64270 Puyoo, France",43.5257097,-0.9138009,,2380,"Donnée de MesseInfo traitée par Google Maps."
4520,"fr","LARUNS",,"64440","9 rue du Bourguet",,,,,2381,"Donnée importée de MesseInfo."
4521,"FR","Laruns",,"64440","9 Rue du Bourguet","9, Rue du Bourguet, 64440 Laruns, France",42.9887788,-0.4265035,,2381,"Donnée de MesseInfo traitée par Google Maps."
4522,"fr","MOURENX",,"64150","1 rue des Gaves",,,,,2382,"Donnée importée de MesseInfo."
4523,"FR","Mourenx",,"64150","1 Rue des Gaves","1, Rue des Gaves, 64150 Mourenx, France",43.370965,-0.6274157,,2382,"Donnée de MesseInfo traitée par Google Maps."
4524,"fr","Bayonne",,"64100","9 rue des Lisses",,,,,2383,"Donnée importée de MesseInfo."
4525,"FR","Bayonne",,"64100","9 Rue des Lisses","9, Rue des Lisses, 64100 Bayonne, France",43.4903108,-1.4717213,,2383,"Donnée de MesseInfo traitée par Google Maps."
4526,"fr","JURANCON",,"64110","1 rue de Borja",,,,,2384,"Donnée importée de MesseInfo."
4527,"FR","Jurançon",,"64110","1 Rue de Borja","1, Rue de Borja, 64110 Jurançon, France",43.2861959,-0.3903339,,2384,"Donnée de MesseInfo traitée par Google Maps."
4528,"fr","SAINT VINCENT",,"64800","",,,,,2385,"Donnée importée de MesseInfo."
4529,"FR","Saint-Vincent",,"64800"," ",", , 64800 Saint-Vincent, France",43.160832,-0.158505,,2385,"Donnée de MesseInfo traitée par Google Maps."
4530,"fr","HENDAYE",,"64700","",,,,,2386,"Donnée importée de MesseInfo."
4531,"FR","Biriatou",,"64700"," ",", , 64700 Biriatou, France",43.340423,-1.7392812,,2386,"Donnée de MesseInfo traitée par Google Maps."
4532,"fr","Arzacq ",,"64410","",,,,,2387,"Donnée importée de MesseInfo."
4533,"FR","Arzacq-Arraziguet",,"64410"," ",", , 64410 Arzacq-Arraziguet, France",43.536618,-0.412989,,2387,"Donnée de MesseInfo traitée par Google Maps."
4534,"fr","Bardos",,"64520","le bourg",,,,,2388,"Donnée importée de MesseInfo."
4535,"FR","Bardos",,"64520"," Le Bourg",", Le Bourg, 64520 Bardos, France",43.47353,-1.2035112,,2388,"Donnée de MesseInfo traitée par Google Maps."
4536,"fr","ASSON",,"64800","3 rue des Pyrénées",,,,,2389,"Donnée importée de MesseInfo."
4537,"FR","Asson",,"64800","3 Rue des Pyrénées","3, Rue des Pyrénées, 64800 Asson, France",43.1406884,-0.2551833,,2389,"Donnée de MesseInfo traitée par Google Maps."
4538,"fr","BIARRITZ",,"64200","4 rue saint martin",,,,,2390,"Donnée importée de MesseInfo."
4539,"FR","Biarritz",,"64200","4 Rue Saint-Martin","4, Rue Saint-Martin, 64200 Biarritz, France",43.4743313,-1.5562235,,2390,"Donnée de MesseInfo traitée par Google Maps."
4540,"fr","Lembeye",,"64350","chem des Hautes vues",,,,,2391,"Donnée importée de MesseInfo."
4541,"fr","LESCAR",,"64230","place Royale",,,,,2392,"Donnée importée de MesseInfo."
4542,"FR","Lescar",,"64230"," Place Royale",", Place Royale, 64230 Lescar, France",43.3327508,-0.4334989,,2392,"Donnée de MesseInfo traitée par Google Maps."
4543,"fr","NAY",,"64800","place de l'église",,,,,2393,"Donnée importée de MesseInfo."
4544,"FR","Nay",,"64800"," Place de l'Église",", Place de l'Église, 64800 Nay, France",43.1808211,-0.2620815,,2393,"Donnée de MesseInfo traitée par Google Maps."
4545,"fr","MAZERES LEZONS",,"64110","9 ter av Général de Gaulle",,,,,2394,"Donnée importée de MesseInfo."
4546,"FR","Mazères-Lezons",,"64110","9 Avenue du Général de Gaulle","9, Avenue du Général de Gaulle, 64110 Mazères-Lezons, France",43.2755419,-0.350009,,2394,"Donnée de MesseInfo traitée par Google Maps."
4547,"fr","HELETTE",,"64640","Presbytère, quartier plaza",,,,,2395,"Donnée importée de MesseInfo."
4548,"CA","Ville de Québec",,"G1K 3B8","590 Rue Saint-Joseph Est","590, Rue Saint-Joseph Est, G1K 3B8 Ville de Québec, Canada",46.8149845,-71.2228256,,2395,"Donnée de MesseInfo traitée par Google Maps."
4549,"fr","GAN",,"64290","3 rue J. d'Albret",,,,,2396,"Donnée importée de MesseInfo."
4550,"FR","Gan",,"64290","3 Rue d'Albret","3, Rue d'Albret, 64290 Gan, France",43.228611,-0.386795,,2396,"Donnée de MesseInfo traitée par Google Maps."
4551,"fr","Saint-Pée-sur-Nivelle",,"64310","presbytère, chemin Karrika",,,,,2397,"Donnée importée de MesseInfo."
4552,"FR","Saint-Pée-sur-Nivelle",,"64310"," Rue de l'Église",", Rue de l'Église, 64310 Saint-Pée-sur-Nivelle, France",43.3550967,-1.5510143,,2397,"Donnée de MesseInfo traitée par Google Maps."
4553,"fr"," NAVARRENX",,"64190","Presbytère - Place Darralde",,,,,2398,"Donnée importée de MesseInfo."
4554,"FR","Navarrenx",,"64190","24 Place Darralde","24, Place Darralde, 64190 Navarrenx, France",43.3218489,-0.7611752,,2398,"Donnée de MesseInfo traitée par Google Maps."
4555,"fr","OREGUE",,"64120","Presbytère, quartier Celhay",,,,,2399,"Donnée importée de MesseInfo."
4556,"FR","Saint-Palais",,"64120","3 Rue Saint-Pelage","3, Rue Saint-Pelage, 64120 Saint-Palais, France",43.3262083,-1.035622,,2399,"Donnée de MesseInfo traitée par Google Maps."
4557,"fr","SAINT-JEAN-PIED-DE-PORT",,"64220","4 av Renaud",,,,,2400,"Donnée importée de MesseInfo."
4558,"FR","Saint-Jean-Pied-de-Port",,"64220","4 Avenue Renaud","4, Avenue Renaud, 64220 Saint-Jean-Pied-de-Port, France",43.1641306,-1.2375746,,2400,"Donnée de MesseInfo traitée par Google Maps."
4559,"fr","SAUVETERRE DE BEARN",,"64390","rue Panneceau",,,,,2401,"Donnée importée de MesseInfo."
4560,"FR","Sauveterre-de-Béarn",,"64390"," Rue Pannecau",", Rue Pannecau, 64390 Sauveterre-de-Béarn, France",43.4000212,-0.9353251,,2401,"Donnée de MesseInfo traitée par Google Maps."
4561,"fr","SAINT-ETIENNE-DE-BAIGORRY",,"64430","presbytère, bourg",,,,,2402,"Donnée importée de MesseInfo."
4562,"ES","Roncesvalles",,"31650","47 N-135","47, N-135, 31650 Roncesvalles, Spain",43.009837,-1.319615,,2402,"Donnée de MesseInfo traitée par Google Maps."
4563,"fr","SAINT PALAIS",,"64120","3 rue ST Pelage",,,,,2403,"Donnée importée de MesseInfo."
4564,"FR","Saint-Palais",,"64120","3 Rue Saint-Pelage","3, Rue Saint-Pelage, 64120 Saint-Palais, France",43.3262797,-1.0355849,,2403,"Donnée de MesseInfo traitée par Google Maps."
4565,"fr","GURMENCON",,"64400","5 rue du Gave",,,,,2404,"Donnée importée de MesseInfo."
4566,"FR","Gurmençon",,"64400","5 Rue du Gave","5, Rue du Gave, 64400 Gurmençon, France",43.1567883,-0.5958086,,2404,"Donnée de MesseInfo traitée par Google Maps."
4567,"fr","Arthez de Béarn",,"64370","8 rue Bergoué",,,,,2405,"Donnée importée de MesseInfo."
4568,"FR","Arthez-de-Béarn",,"64370","8 Rue Bergoué","8, Rue Bergoué, 64370 Arthez-de-Béarn, France",43.4642879,-0.6132963,,2405,"Donnée de MesseInfo traitée par Google Maps."
4569,"fr","Mauléon Soule",,"64130","19 rue Arnaud de Maytie",,,,,2406,"Donnée importée de MesseInfo."
4570,"FR","Mauléon-Licharre",,"64130","19 Rue Arnaud de Maytie","19, Rue Arnaud de Maytie, 64130 Mauléon-Licharre, France",43.2214955,-0.8899851,,2406,"Donnée de MesseInfo traitée par Google Maps."
4571,"fr","ARCANGUES",,"64200","presbytère, bourg",,,,,2407,"Donnée importée de MesseInfo."
4572,"FR","Arcangues",,"64200"," ",", , 64200 Arcangues, France",43.4361718,-1.5222241,,2407,"Donnée de MesseInfo traitée par Google Maps."
4573,"fr","LEDEUIX",,"64400","30 rue de l'Eglise",,,,,2408,"Donnée importée de MesseInfo."
4574,"FR","Ledeuix",,"64400","30 Rue de l'Église","30, Rue de l'Église, 64400 Ledeuix, France",43.2135272,-0.6225167,,2408,"Donnée de MesseInfo traitée par Google Maps."
4575,"fr","Castetis",,"64300","presbytère st jean baptiste des rivières",,,,,2409,"Donnée importée de MesseInfo."
4576,"fr","GARLIN",,"64330","8, chemin de la Gare",,,,,2410,"Donnée importée de MesseInfo."
4577,"FR","Garlin",,"64330","8 Chemin de la Gare","8, Chemin de la Gare, 64330 Garlin, France",43.5587315,-0.2724,,2410,"Donnée de MesseInfo traitée par Google Maps."
4578,"fr","LONS",,"64140","2 av du chanoine Passailh",,,,,2411,"Donnée importée de MesseInfo."
4579,"FR","Lons",,"64140","2 Avenue du Chanoine Passailh","2, Avenue du Chanoine Passailh, 64140 Lons, France",43.3230447,-0.3804819,,2411,"Donnée de MesseInfo traitée par Google Maps."
4580,"fr","BIZANOS",,"64320","35 Rue G Clémenceau ",,,,,2412,"Donnée importée de MesseInfo."
4581,"FR","Bizanos",,"64320","35 Rue Georges Clemenceau","35, Rue Georges Clemenceau, 64320 Bizanos, France",43.2881939,-0.3521481,,2412,"Donnée de MesseInfo traitée par Google Maps."
4582,"fr","ANGLET",,"64600","4, allée du Chanoine Casaubieilh",,,,,2413,"Donnée importée de MesseInfo."
4583,"FR","Anglet",,"64600","4 Allée du Chanoine Casaubieilh","4, Allée du Chanoine Casaubieilh, 64600 Anglet, France",43.4828372,-1.5144368,,2413,"Donnée de MesseInfo traitée par Google Maps."
4584,"fr","SOUMOULOU",,"64420","",,,,,2414,"Donnée importée de MesseInfo."
4585,"FR","Soumoulou",,"64420"," ",", , 64420 Soumoulou, France",43.261946,-0.191968,,2414,"Donnée de MesseInfo traitée par Google Maps."
4586,"fr","BIDART",,"64210","",,,,,2415,"Donnée importée de MesseInfo."
4587,"FR","Bidart",,"64210"," ",", , 64210 Bidart, France",43.439236,-1.590062,,2415,"Donnée de MesseInfo traitée par Google Maps."
4588,"fr","Arette",,"64570","Presbytère",,,,,2416,"Donnée importée de MesseInfo."
4589,"FR","Arette",,"64570"," Rue Chivalie",", Rue Chivalie, 64570 Arette, France",43.093638,-0.717053,,2416,"Donnée de MesseInfo traitée par Google Maps."
4590,"fr","Larceveau",,"64120","presbytère",,,,,2417,"Donnée importée de MesseInfo."
4591,"FR","Larceveau-Arros-Cibits",,"64120"," Au Bourg",", Au Bourg, 64120 Larceveau-Arros-Cibits, France",43.2308616,-1.0927631,,2417,"Donnée de MesseInfo traitée par Google Maps."
4592,"fr","CAMBO LES BAINS",,"64250","Place de l'église",,,,,2418,"Donnée importée de MesseInfo."
4593,"FR","Cambo-les-Bains",,"64250"," Place de l'Église",", Place de l'Église, 64250 Cambo-les-Bains, France",43.362828,-1.4031486,,2418,"Donnée de MesseInfo traitée par Google Maps."
4594,"fr","COARRAZE",,"64800","place de la mairie",,,,,2419,"Donnée importée de MesseInfo."
4595,"FR","Coarraze",,"64800"," Place de la Mairie",", Place de la Mairie, 64800 Coarraze, France",43.169467,-0.2312313,,2419,"Donnée de MesseInfo traitée par Google Maps."
4596,"fr","Arudy",,"64260","2 rue baulong",,,,,2420,"Donnée importée de MesseInfo."
4597,"FR","Arudy",,"64260","2 Rue Baulong","2, Rue Baulong, 64260 Arudy, France",43.1059401,-0.4267109,,2420,"Donnée de MesseInfo traitée par Google Maps."
4598,"fr","GER",,"64530","70 rue des écoles",,,,,2421,"Donnée importée de MesseInfo."
4599,"FR","Ger",,"64530","70 Rue des Écoles","70, Rue des Écoles, 64530 Ger, France",43.2534982,-0.0505883,,2421,"Donnée de MesseInfo traitée par Google Maps."
4600,"fr","Artiguelouve",,"64230","717 av Général Ducournau",,,,,2422,"Donnée importée de MesseInfo."
4601,"FR","Artiguelouve",,"64230","717 Avenue General Ducournau","717, Avenue General Ducournau, 64230 Artiguelouve, France",43.3164658,-0.4754411,,2422,"Donnée de MesseInfo traitée par Google Maps."
4602,"fr","Sarrance",,"64490","monastère Notre-Dame",,,,,2423,"Donnée importée de MesseInfo."
4603,"FR","Sarrance",,"64490"," ",", , 64490 Sarrance, France",43.0509124,-0.602061,,2423,"Donnée de MesseInfo traitée par Google Maps."
4604,"fr","Pau",,"64000","2 av Robert Schuman",,,,,2424,"Donnée importée de MesseInfo."
4605,"FR","Pau",,"64000","2 Avenue Robert Schuman","2, Avenue Robert Schuman, 64000 Pau, France",43.3097171,-0.3643589,,2424,"Donnée de MesseInfo traitée par Google Maps."
4606,"fr","DOMEZAIN",,"64120","Presbytère",,,,,2425,"Donnée importée de MesseInfo."
4607,"FR","Domezain-Berraute",,"64120"," L'Église",", L'Église, 64120 Domezain-Berraute, France",43.318111,-0.986761,,2425,"Donnée de MesseInfo traitée par Google Maps."
4608,"fr","ORTHEZ",,"64300","46 rue Guanille",,,,,2426,"Donnée importée de MesseInfo."
4609,"FR","Orthez",,"64300","46 Rue Guanille","46, Rue Guanille, 64300 Orthez, France",43.4889122,-0.7766627,,2426,"Donnée de MesseInfo traitée par Google Maps."
4610,"fr","Bayonne",,"64100","maison ST -Joseph, chemin de Fraïs",,,,,2427,"Donnée importée de MesseInfo."
4611,"fr","Saint-Jean-de-Luz",,"64500","11 rue de l'église",,,,,2428,"Donnée importée de MesseInfo."
4612,"FR","Saint-Jean-de-Luz",,"64500","11 Rue de l'Église","11, Rue de l'Église, 64500 Saint-Jean-de-Luz, France",43.3885597,-1.662651,,2428,"Donnée de MesseInfo traitée par Google Maps."
4613,"fr","ARTIX",,"64170","1 rue du 34è régiment d'infanterie",,,,,2429,"Donnée importée de MesseInfo."
4614,"FR","Artix",,"64170","1 Rue du 34E Régiment d'Infanterie","1, Rue du 34E Régiment d'Infanterie, 64170 Artix, France",43.3959041,-0.5724972,,2429,"Donnée de MesseInfo traitée par Google Maps."
4615,"fr","Thèze",,"64450","rue des Pyrénées",,,,,2430,"Donnée importée de MesseInfo."
4616,"FR","Miossens-Lanusse",,"64450"," Route des Pyrénées",", Route des Pyrénées, 64450 Miossens-Lanusse, France",43.459035,-0.300385,,2430,"Donnée de MesseInfo traitée par Google Maps."
4617,"fr","",,"64480","",,,,,2431,"Donnée importée de MesseInfo."
4618,"FR","Ustaritz",,"64480"," ",", , 64480 Ustaritz, France",43.3878187,-1.4531355,,2431,"Donnée de MesseInfo traitée par Google Maps."
4619,"fr","SAINT JEAN LE VIEUX",,"64","",,,,,2432,"Donnée importée de MesseInfo."
4620,"FR","Saint-Jean-le-Vieux",,"64220"," ",", , 64220 Saint-Jean-le-Vieux, France",43.165286,-1.194221,,2432,"Donnée de MesseInfo traitée par Google Maps."
4621,"fr","Salies de Béarn",,"64270","16 rue st vincent",,,,,2433,"Donnée importée de MesseInfo."
4622,"FR","Salies-de-Béarn",,"64270","16 Rue Saint-Vincent","16, Rue Saint-Vincent, 64270 Salies-de-Béarn, France",43.4721881,-0.9248242,,2433,"Donnée de MesseInfo traitée par Google Maps."
4623,"fr","Bayonne",,"64100","24 place des Gascons",,,,,2434,"Donnée importée de MesseInfo."
4624,"FR","Bayonne",,"64100","24 Place des Gascons","24, Place des Gascons, 64100 Bayonne, France",43.4991889,-1.4558665,,2434,"Donnée de MesseInfo traitée par Google Maps."
4625,"fr","MONEIN",,"64360","1 rue St Giron",,,,,2435,"Donnée importée de MesseInfo."
4626,"FR","Monein",,"64360","1 Rue Saint-Girons","1, Rue Saint-Girons, 64360 Monein, France",43.3220321,-0.5793041,,2435,"Donnée de MesseInfo traitée par Google Maps."
4627,"fr","Serres-Castet",,"64121","8 chemin La carrère",,,,,2436,"Donnée importée de MesseInfo."
4628,"FR","Serres-Castet",,"64121","8 Chemin de la Carrère","8, Chemin de la Carrère, 64121 Serres-Castet, France",43.3874817,-0.3570022,,2436,"Donnée de MesseInfo traitée par Google Maps."
4629,"fr","PAU",,"64000","10 av du Corps Franc Pommiès",,,,,2437,"Donnée importée de MesseInfo."
4779,"fr","Dompierre sur Helpe",,"59440","Rue Catnier",,,,,2513,"Donnée importée de MesseInfo."
4630,"FR","Pau",,"64000","10 Boulevard du Corps Franc Pommies et du 49 Ri","10, Boulevard du Corps Franc Pommies et du 49 Ri, 64000 Pau, France",43.3074203,-0.3356904,,2437,"Donnée de MesseInfo traitée par Google Maps."
4631,"fr","Morlaas",,"64","6 place Sainte-Foy",,,,,2438,"Donnée importée de MesseInfo."
4632,"FR","Morlaas",,"64160","6 Place Sainte-Foy","6, Place Sainte-Foy, 64160 Morlaas, France",43.3442064,-0.2632756,,2438,"Donnée de MesseInfo traitée par Google Maps."
4633,"fr","BILLERE",,"64140","3 rue de l'église",,,,,2439,"Donnée importée de MesseInfo."
4634,"FR","Billère",,"64140","3 Rue de l'Église","3, Rue de l'Église, 64140 Billère, France",43.3000255,-0.3908679,,2439,"Donnée de MesseInfo traitée par Google Maps."
4635,"fr","Tardets-Sorholus",,"64470","place de l'église",,,,,2440,"Donnée importée de MesseInfo."
4636,"FR","Tardets-Sorholus",,"64470"," Place de l'Église",", Place de l'Église, 64470 Tardets-Sorholus, France",43.1174757,-0.8642428,,2440,"Donnée de MesseInfo traitée par Google Maps."
4637,"fr","Bordes",,"64510","presbytère",,,,,2441,"Donnée importée de MesseInfo."
4638,"FR","Nay",,"64800"," Chemin Eglise",", Chemin Eglise, 64800 Nay, France",43.1808081,-0.261747,,2441,"Donnée de MesseInfo traitée par Google Maps."
4639,"fr","PAU",,"64000","",,,,,2442,"Donnée importée de MesseInfo."
4640,"FR","Pau",,"64000"," ",", , 64000 Pau, France",43.3192848,-0.3465971,,2442,"Donnée de MesseInfo traitée par Google Maps."
4641,"fr","SAUVAGNON",,"64230","église",,,,,2443,"Donnée importée de MesseInfo."
4642,"FR","Sauvagnon",,"64230","9 Rue du Béarn","9, Rue du Béarn, 64230 Sauvagnon, France",43.403038,-0.3869051,,2443,"Donnée de MesseInfo traitée par Google Maps."
4643,"fr","PERCY",,"50410","9 rue Dominique Lemonnier",,,,,2444,"Donnée importée de MesseInfo."
4644,"FR","Percy",,"50410","9 Rue Dominique Lemonnier","9, Rue Dominique Lemonnier, 50410 Percy, France",48.9152129,-1.1905415,,2444,"Donnée de MesseInfo traitée par Google Maps."
4645,"fr","La Haye du Puits",,"50250","18 rue du Loret",,,,,2445,"Donnée importée de MesseInfo."
4646,"FR","La Haye-du-Puits",,"50250","18 Rue Loret","18, Rue Loret, 50250 La Haye-du-Puits, France",49.2910689,-1.5439627,,2445,"Donnée de MesseInfo traitée par Google Maps."
4647,"fr","BEAUMONT HAGUE",,"50440","11 rue du Bois Vagand",,,,,2446,"Donnée importée de MesseInfo."
4648,"FR","Beaumont-Hague",,"50440","11 Rue du Bois Vagand","11, Rue du Bois Vagand, 50440 Beaumont-Hague, France",49.6621097,-1.8390737,,2446,"Donnée de MesseInfo traitée par Google Maps."
4649,"fr","Quettehou",,"50630","3 rue Saint Vigor",,,,,2447,"Donnée importée de MesseInfo."
4650,"FR","Quettehou",,"50550","3 Rue Saint-Vigor","3, Rue Saint-Vigor, 50550 Quettehou, France",49.5927394,-1.3098644,,2447,"Donnée de MesseInfo traitée par Google Maps."
4651,"fr","Pont-Hébert",,"50880","1 rue Bahais",,,,,2448,"Donnée importée de MesseInfo."
4652,"FR","Pont-Hébert",,"50880","1 Rue de Bahais","1, Rue de Bahais, 50880 Pont-Hébert, France",49.1651958,-1.1272533,,2448,"Donnée de MesseInfo traitée par Google Maps."
4653,"fr","Coutances",,"50200","1 rue du Puits Notre Dame",,,,,2449,"Donnée importée de MesseInfo."
4654,"FR","Coutances",,"50200","1 Rue du Puits Notre Dame","1, Rue du Puits Notre Dame, 50200 Coutances, France",49.0472502,-1.4442477,,2449,"Donnée de MesseInfo traitée par Google Maps."
4655,"fr","JUVIGNY LE TERTRE",,"50520","Le Bourg",,,,,2450,"Donnée importée de MesseInfo."
4656,"FR","Reffuveille",,"50520"," Le Bourg",", Le Bourg, 50520 Reffuveille, France",48.668275,-1.111499,,2450,"Donnée de MesseInfo traitée par Google Maps."
4657,"fr","BARENTON",,"50720","67 rue du presbytère",,,,,2451,"Donnée importée de MesseInfo."
4658,"FR","Barenton",,"50720","67 Place du Presbytère","67, Place du Presbytère, 50720 Barenton, France",48.5998177,-0.8320761,,2451,"Donnée de MesseInfo traitée par Google Maps."
4659,"fr","SOURDEVAL",,"50150","2 rue Duval",,,,,2452,"Donnée importée de MesseInfo."
4660,"FR","Sourdeval",,"50150","2 Rue du Capitaine Duval","2, Rue du Capitaine Duval, 50150 Sourdeval, France",48.7244071,-0.9205663,,2452,"Donnée de MesseInfo traitée par Google Maps."
4661,"fr","Bréhal",,"50290","7 avenue Eisenhower",,,,,2453,"Donnée importée de MesseInfo."
4662,"fr","ST PAIR SUR MER",,"50380","117 rue Charles Mathurin",,,,,2454,"Donnée importée de MesseInfo."
4663,"FR","Saint-Pair-sur-Mer",,"50380","117 Rue Charles Mathurin","117, Rue Charles Mathurin, 50380 Saint-Pair-sur-Mer, France",48.8124966,-1.5696421,,2454,"Donnée de MesseInfo traitée par Google Maps."
4664,"fr","PONTORSON",,"50170","1 rue du chateau",,,,,2455,"Donnée importée de MesseInfo."
4665,"FR","Pontorson",,"50170","1 Rue du Château","1, Rue du Château, 50170 Pontorson, France",48.5546926,-1.5103327,,2455,"Donnée de MesseInfo traitée par Google Maps."
4666,"fr","SAINTE MERE EGLISE",,"50480","16 rue Eisenhower",,,,,2456,"Donnée importée de MesseInfo."
4667,"FR","Sainte-Mère-Église",,"50480","16 Rue Eisenhower","16, Rue Eisenhower, 50480 Sainte-Mère-Église, France",49.4088972,-1.3146583,,2456,"Donnée de MesseInfo traitée par Google Maps."
4668,"fr","Barneville-Carteret",,"50270","4 rue du Pic Mallet",,,,,2457,"Donnée importée de MesseInfo."
4669,"FR","Barneville-Carteret",,"50270","4 Rue du Pic Mallet","4, Rue du Pic Mallet, 50270 Barneville-Carteret, France",49.3801378,-1.7496948,,2457,"Donnée de MesseInfo traitée par Google Maps."
4670,"fr","SAINT-PIERRE-EGLISE",,"50330","7 rue Maréchal Leclerc",,,,,2458,"Donnée importée de MesseInfo."
4671,"FR","Saint-Pierre-Église",,"50330","7 Rue Maréchal Leclerc","7, Rue Maréchal Leclerc, 50330 Saint-Pierre-Église, France",49.6693805,-1.4055835,,2458,"Donnée de MesseInfo traitée par Google Maps."
4672,"fr","Avranches",,"50300","33 rue St Gervais",,,,,2459,"Donnée importée de MesseInfo."
4673,"FR","Avranches",,"50300","33 Rue Saint-Gervais","33, Rue Saint-Gervais, 50300 Avranches, France",48.6849295,-1.3583913,,2459,"Donnée de MesseInfo traitée par Google Maps."
4674,"fr","SARTILLY",,"50530","1 rue des écoles",,,,,2460,"Donnée importée de MesseInfo."
4675,"FR","Sartilly",,"50530","1 Rue des Écoles","1, Rue des Écoles, 50530 Sartilly, France",48.7526114,-1.4546239,,2460,"Donnée de MesseInfo traitée par Google Maps."
4676,"fr","Lessay",,"50430","5 rue Hamet",,,,,2461,"Donnée importée de MesseInfo."
4677,"FR","Lessay",,"50430","5 Rue du Hamet","5, Rue du Hamet, 50430 Lessay, France",49.2195907,-1.53065,,2461,"Donnée de MesseInfo traitée par Google Maps."
4678,"fr","GRANVILLE",,"50400","424 rue St Nicolas",,,,,2462,"Donnée importée de MesseInfo."
4679,"FR","Granville",,"50400","424 Rue Saint-Nicolas","424, Rue Saint-Nicolas, 50400 Granville, France",48.8334311,-1.5673451,,2462,"Donnée de MesseInfo traitée par Google Maps."
4680,"fr","SAINT POIS",,"50670","10 grande rue",,,,,2463,"Donnée importée de MesseInfo."
4681,"FR","Saint-Michel-de-Montjoie",,"50670"," La Grande Cotinière",", La Grande Cotinière, 50670 Saint-Michel-de-Montjoie, France",48.7558363,-1.0459606,,2463,"Donnée de MesseInfo traitée par Google Maps."
4682,"fr","MORTAIN",,"50140","1 rue des prêtres",,,,,2464,"Donnée importée de MesseInfo."
4683,"FR","Mortain",,"50140","1 Rue des Prêtres","1, Rue des Prêtres, 50140 Mortain, France",48.6484937,-0.9410702,,2464,"Donnée de MesseInfo traitée par Google Maps."
4684,"fr","CERISY LA SALLE",,"50210","1 rue du presbytère",,,,,2465,"Donnée importée de MesseInfo."
4685,"FR","Cerisy-la-Salle",,"50210","1 Rue du Presbytère","1, Rue du Presbytère, 50210 Cerisy-la-Salle, France",49.0248975,-1.2843629,,2465,"Donnée de MesseInfo traitée par Google Maps."
4686,"fr","PERIERS",,"50190","3 rue des forges",,,,,2466,"Donnée importée de MesseInfo."
4687,"FR","Périers",,"50190","3 Rue des Forges","3, Rue des Forges, 50190 Périers, France",49.1877554,-1.4101789,,2466,"Donnée de MesseInfo traitée par Google Maps."
4688,"fr","Tourlaville",,"50110","105 rue Médéric",,,,,2467,"Donnée importée de MesseInfo."
4689,"FR","Tourlaville",,"50110","105 Rue Médéric","105, Rue Médéric, 50110 Tourlaville, France",49.6425133,-1.5869932,,2467,"Donnée de MesseInfo traitée par Google Maps."
4690,"fr","FLAMANVILLE",,"50340","1 rue de la coquaise",,,,,2468,"Donnée importée de MesseInfo."
4691,"FR","Flamanville",,"50340","1 Rue de la Coquaise","1, Rue de la Coquaise, 50340 Flamanville, France",49.5316496,-1.8665367,,2468,"Donnée de MesseInfo traitée par Google Maps."
4692,"fr","SAINT HILAIRE DU HARCOUET",,"50600","66 bd Gambetta",,,,,2469,"Donnée importée de MesseInfo."
4693,"FR","Saint-Hilaire-du-Harcouët",,"50600","66 Boulevard Gambetta","66, Boulevard Gambetta, 50600 Saint-Hilaire-du-Harcouët, France",48.57646,-1.0900223,,2469,"Donnée de MesseInfo traitée par Google Maps."
4694,"fr","MONTEBOURG",,"50310","6 place St Jacques",,,,,2470,"Donnée importée de MesseInfo."
4695,"FR","Montebourg",,"50310","6 Place Saint-Jacques","6, Place Saint-Jacques, 50310 Montebourg, France",49.4883913,-1.3793375,,2470,"Donnée de MesseInfo traitée par Google Maps."
4696,"fr","SAINT-JAMES",,"50240","5 rue du Presbytère",,,,,2471,"Donnée importée de MesseInfo."
4697,"FR","Saint-James",,"50240","5 Rue du Presbytère","5, Rue du Presbytère, 50240 Saint-James, France",48.5241672,-1.3199419,,2471,"Donnée de MesseInfo traitée par Google Maps."
4698,"fr","Créances",,"50710","10 rue du haut chemin",,,,,2472,"Donnée importée de MesseInfo."
4699,"FR","Créances",,"50710","10 Rue du Haut Chemin","10, Rue du Haut Chemin, 50710 Créances, France",49.2011589,-1.5662954,,2472,"Donnée de MesseInfo traitée par Google Maps."
4700,"fr","AGNEAUX",,"50180","28 rue de la Cavée - BP 13",,,,,2473,"Donnée importée de MesseInfo."
4701,"fr","SAINT SAUVEUR LENDELIN",,"50490","3 rue de l'église",,,,,2474,"Donnée importée de MesseInfo."
4702,"FR","Saint-Sauveur-Lendelin",,"50490","3 Rue de l'Église","3, Rue de l'Église, 50490 Saint-Sauveur-Lendelin, France",49.1310314,-1.4111399,,2474,"Donnée de MesseInfo traitée par Google Maps."
4703,"fr","SAINT LO",,"50000","101 avenue des tilleuls",,,,,2475,"Donnée importée de MesseInfo."
4704,"FR","Saint-Lô",,"50000","101 Avenue des Tilleuls","101, Avenue des Tilleuls, 50000 Saint-Lô, France",49.1112719,-1.0705832,,2475,"Donnée de MesseInfo traitée par Google Maps."
